Line_Item_ID,Date,Credit_Card_Number,Quantity,Menu_Item
182,01-01-2017,160368623399516,1,soft-shell miso crab ramen
183,01-01-2017,9352030105614896,1,soft-shell miso crab ramen
184,01-01-2017,9352030105614896,1,soft-shell miso crab ramen
185,01-01-2017,9212040200270475,3,spicy miso ramen
186,01-01-2017,9212040200270475,3,spicy miso ramen
187,01-01-2017,4000430011009643,1,vegetarian curry + king trumpet mushroom ramen
188,01-01-2017,4000430011009643,1,vegetarian curry + king trumpet mushroom ramen
189,01-02-2017,2408158963507560,2,soft-shell miso crab ramen
190,01-02-2017,2408158963507560,2,soft-shell miso crab ramen
191,01-02-2017,1067611784032331,1,miso crab ramen
192,01-02-2017,1067611784032331,1,miso crab ramen
193,01-02-2017,1290464374629904,1,nagomi shoyu
194,01-02-2017,1290464374629904,1,nagomi shoyu
195,01-02-2017,7106920826697554,1,tonkotsu ramen
196,01-02-2017,7106920826697554,1,tonkotsu ramen
197,01-02-2017,8517541902754125,1,tori paitan ramen
198,01-02-2017,8517541902754125,1,tori paitan ramen
199,01-02-2017,6283999606105191,1,vegetarian curry + king trumpet mushroom ramen
200,01-02-2017,6283999606105191,1,vegetarian curry + king trumpet mushroom ramen
201,01-03-2017,5261843483123324,4,burnt garlic tonkotsu ramen
202,01-03-2017,5261843483123324,4,burnt garlic tonkotsu ramen
203,01-03-2017,3068702277814909,1,shio ramen
204,01-03-2017,3068702277814909,1,shio ramen
205,01-03-2017,7289467527375805,1,shio ramen
206,01-03-2017,7289467527375805,1,shio ramen
207,01-03-2017,5531943711128538,1,spicy miso ramen
208,01-03-2017,5531943711128538,1,spicy miso ramen
209,01-03-2017,5918177403479095,2,vegetarian curry + king trumpet mushroom ramen
210,01-03-2017,5918177403479095,2,vegetarian curry + king trumpet mushroom ramen
211,01-03-2017,9565140421388879,1,tonkotsu ramen
212,01-03-2017,9565140421388879,1,tonkotsu ramen
213,01-03-2017,1334359254177291,1,burnt garlic tonkotsu ramen
214,01-03-2017,1334359254177291,1,burnt garlic tonkotsu ramen
215,01-03-2017,7371008146406249,1,soft-shell miso crab ramen
216,01-03-2017,7371008146406249,1,soft-shell miso crab ramen
217,01-03-2017,9314579535214516,1,spicy miso ramen
218,01-03-2017,9314579535214516,1,spicy miso ramen
219,01-03-2017,9737314687228612,1,soft-shell miso crab ramen
220,01-03-2017,9737314687228612,1,soft-shell miso crab ramen
221,01-03-2017,8015283485351597,1,tonkotsu ramen
222,01-03-2017,8015283485351597,1,tonkotsu ramen
223,01-03-2017,8732345394900213,1,tori paitan ramen
224,01-03-2017,8732345394900213,1,tori paitan ramen
225,01-03-2017,6847420356456948,1,truffle butter ramen
226,01-03-2017,6847420356456948,1,truffle butter ramen
227,01-03-2017,8990541098240885,1,soft-shell miso crab ramen
228,01-03-2017,8990541098240885,1,soft-shell miso crab ramen
229,01-03-2017,1719910092958119,2,miso crab ramen
230,01-03-2017,1719910092958119,2,miso crab ramen
231,01-03-2017,2378274395017375,4,burnt garlic tonkotsu ramen
232,01-03-2017,2378274395017375,4,burnt garlic tonkotsu ramen
233,01-03-2017,7560732825329636,1,spicy miso ramen
234,01-03-2017,7560732825329636,1,spicy miso ramen
235,01-03-2017,7795574886357532,1,nagomi shoyu
236,01-03-2017,7795574886357532,1,nagomi shoyu
237,01-03-2017,1836229643950740,1,spicy miso ramen
238,01-03-2017,1836229643950740,1,spicy miso ramen
239,01-03-2017,4334126292770661,1,burnt garlic tonkotsu ramen
240,01-03-2017,4334126292770661,1,burnt garlic tonkotsu ramen
241,01-03-2017,2974170063088417,1,burnt garlic tonkotsu ramen
242,01-03-2017,2974170063088417,1,burnt garlic tonkotsu ramen
243,01-03-2017,6973405745375925,4,truffle butter ramen
244,01-03-2017,6973405745375925,4,truffle butter ramen
245,01-03-2017,6161239014775205,1,vegetarian curry + king trumpet mushroom ramen
246,01-03-2017,6161239014775205,1,vegetarian curry + king trumpet mushroom ramen
247,01-03-2017,6344889675741828,1,soft-shell miso crab ramen
248,01-03-2017,6344889675741828,1,soft-shell miso crab ramen
249,01-03-2017,8223857559806335,1,soft-shell miso crab ramen
250,01-03-2017,8223857559806335,1,soft-shell miso crab ramen
251,01-03-2017,2600287054148395,1,tori paitan ramen
252,01-03-2017,2600287054148395,1,tori paitan ramen
253,01-03-2017,309847201300191,1,shio ramen
254,01-03-2017,309847201300191,1,shio ramen
255,01-03-2017,9356379794328288,1,truffle butter ramen
256,01-03-2017,9356379794328288,1,truffle butter ramen
257,01-03-2017,6014607474424174,1,spicy miso ramen
258,01-03-2017,6014607474424174,1,spicy miso ramen
259,01-03-2017,9390037144879458,1,nagomi shoyu
260,01-03-2017,9390037144879458,1,nagomi shoyu
261,01-03-2017,373738658008538,1,truffle butter ramen
262,01-03-2017,373738658008538,1,truffle butter ramen
263,01-03-2017,9924242407022978,1,vegetarian spicy miso
264,01-03-2017,9924242407022978,1,vegetarian spicy miso
265,01-03-2017,3375430611504891,1,truffle butter ramen
266,01-03-2017,3375430611504891,1,truffle butter ramen
267,01-03-2017,1133133846896257,1,tori paitan ramen
268,01-03-2017,1133133846896257,1,tori paitan ramen
269,01-03-2017,917706827455,1,soft-shell miso crab ramen
270,01-03-2017,917706827455,1,soft-shell miso crab ramen
271,01-03-2017,5053523734121996,1,soft-shell miso crab ramen
272,01-03-2017,5053523734121996,1,soft-shell miso crab ramen
273,01-03-2017,185796327459581,1,soft-shell miso crab ramen
274,01-03-2017,185796327459581,1,soft-shell miso crab ramen
275,01-03-2017,4512814072383374,1,shio ramen
276,01-03-2017,4512814072383374,1,shio ramen
277,01-03-2017,3642907853425798,1,vegetarian curry + king trumpet mushroom ramen
278,01-03-2017,3642907853425798,1,vegetarian curry + king trumpet mushroom ramen
279,01-03-2017,9986129114873460,3,tonkotsu ramen
280,01-03-2017,9986129114873460,3,tonkotsu ramen
281,01-03-2017,5143562498850383,1,vegetarian spicy miso
282,01-03-2017,5143562498850383,1,vegetarian spicy miso
283,01-03-2017,501731536927417,2,tori paitan ramen
284,01-03-2017,501731536927417,2,tori paitan ramen
285,01-03-2017,4976873961044834,1,tori paitan ramen
286,01-03-2017,4976873961044834,1,tori paitan ramen
287,01-03-2017,7162979422232004,1,tori paitan ramen
288,01-03-2017,7162979422232004,1,tori paitan ramen
289,01-03-2017,8969843749801443,1,tori paitan ramen
290,01-03-2017,8969843749801443,1,tori paitan ramen
291,01-03-2017,8745721508495442,1,vegetarian curry + king trumpet mushroom ramen
292,01-03-2017,8745721508495442,1,vegetarian curry + king trumpet mushroom ramen
293,01-03-2017,644262266777805,1,miso crab ramen
294,01-03-2017,644262266777805,1,miso crab ramen
295,01-03-2017,6096829815987921,1,shio ramen
296,01-03-2017,6096829815987921,1,shio ramen
297,01-03-2017,5357478252483558,1,tori paitan ramen
298,01-03-2017,5357478252483558,1,tori paitan ramen
299,01-03-2017,6254051944628540,1,vegetarian spicy miso
300,01-03-2017,6254051944628540,1,vegetarian spicy miso
301,01-03-2017,4441005771019171,1,tonkotsu ramen
302,01-03-2017,4441005771019171,1,tonkotsu ramen
303,01-03-2017,4416492531223483,1,miso crab ramen
304,01-03-2017,4416492531223483,1,miso crab ramen
305,01-03-2017,9318828975523353,3,tonkotsu ramen
306,01-03-2017,9318828975523353,3,tonkotsu ramen
307,01-03-2017,1388780951860856,1,miso crab ramen
308,01-03-2017,1388780951860856,1,miso crab ramen
309,01-03-2017,7833133385875550,2,tori paitan ramen
310,01-03-2017,7833133385875550,2,tori paitan ramen
311,01-03-2017,100667066790567,1,shio ramen
312,01-03-2017,100667066790567,1,shio ramen
313,01-03-2017,9839869744682440,2,miso crab ramen
314,01-03-2017,9839869744682440,2,miso crab ramen
315,01-03-2017,2323504860982908,2,tori paitan ramen
316,01-03-2017,2323504860982908,2,tori paitan ramen
317,01-03-2017,958876356748830,1,truffle butter ramen
318,01-03-2017,958876356748830,1,truffle butter ramen
319,01-03-2017,9458413385836181,2,truffle butter ramen
320,01-03-2017,9458413385836181,2,truffle butter ramen
321,01-03-2017,209368570702357,3,tonkotsu ramen
322,01-03-2017,209368570702357,3,tonkotsu ramen
323,01-03-2017,8228608523994129,4,burnt garlic tonkotsu ramen
324,01-03-2017,8228608523994129,4,burnt garlic tonkotsu ramen
325,01-03-2017,7288350643160053,2,tonkotsu ramen
326,01-03-2017,7288350643160053,2,tonkotsu ramen
327,01-03-2017,5312071431545046,1,tori paitan ramen
328,01-03-2017,5312071431545046,1,tori paitan ramen
329,01-03-2017,4747468192027296,1,spicy miso ramen
330,01-03-2017,4747468192027296,1,spicy miso ramen
331,01-03-2017,4859421292300179,2,truffle butter ramen
332,01-03-2017,4859421292300179,2,truffle butter ramen
333,01-03-2017,3267764722185699,4,shio ramen
334,01-03-2017,3267764722185699,4,shio ramen
335,01-03-2017,21151675370887,1,vegetarian curry + king trumpet mushroom ramen
336,01-03-2017,21151675370887,1,vegetarian curry + king trumpet mushroom ramen
337,01-03-2017,6160930039149135,2,burnt garlic tonkotsu ramen
338,01-03-2017,6160930039149135,2,burnt garlic tonkotsu ramen
339,01-03-2017,2166248745797954,1,truffle butter ramen
340,01-03-2017,2166248745797954,1,truffle butter ramen
341,01-04-2017,4283511276071040,1,vegetarian spicy miso
342,01-04-2017,4283511276071040,1,vegetarian spicy miso
343,01-04-2017,4643350712038566,1,vegetarian curry + king trumpet mushroom ramen
344,01-04-2017,4643350712038566,1,vegetarian curry + king trumpet mushroom ramen
345,01-04-2017,2421265868613185,1,vegetarian curry + king trumpet mushroom ramen
346,01-04-2017,2421265868613185,1,vegetarian curry + king trumpet mushroom ramen
347,01-04-2017,2951859717678265,2,tori paitan ramen
348,01-04-2017,2951859717678265,2,tori paitan ramen
349,01-04-2017,7571423031175513,1,soft-shell miso crab ramen
350,01-04-2017,7571423031175513,1,soft-shell miso crab ramen
351,01-04-2017,2294715616918952,1,tori paitan ramen
352,01-04-2017,2294715616918952,1,tori paitan ramen
353,01-04-2017,1476966094104279,1,truffle butter ramen
354,01-04-2017,1476966094104279,1,truffle butter ramen
355,01-04-2017,6631336024973356,4,burnt garlic tonkotsu ramen
356,01-04-2017,6631336024973356,4,burnt garlic tonkotsu ramen
357,01-04-2017,662742192816701,4,spicy miso ramen
358,01-04-2017,662742192816701,4,spicy miso ramen
359,01-04-2017,2649801010353822,1,truffle butter ramen
360,01-04-2017,2649801010353822,1,truffle butter ramen
361,01-04-2017,8660788904475061,1,truffle butter ramen
362,01-04-2017,8660788904475061,1,truffle butter ramen
363,01-04-2017,1579504124854288,1,tori paitan ramen
364,01-04-2017,1579504124854288,1,tori paitan ramen
365,01-04-2017,5017680183215408,1,tonkotsu ramen
366,01-04-2017,5017680183215408,1,tonkotsu ramen
367,01-04-2017,8665917300640815,1,vegetarian curry + king trumpet mushroom ramen
368,01-04-2017,8665917300640815,1,vegetarian curry + king trumpet mushroom ramen
369,01-04-2017,2579808228591991,1,shio ramen
370,01-04-2017,2579808228591991,1,shio ramen
371,01-04-2017,403920647585194,1,spicy miso ramen
372,01-04-2017,403920647585194,1,spicy miso ramen
373,01-04-2017,2249756713583349,2,burnt garlic tonkotsu ramen
374,01-04-2017,2249756713583349,2,burnt garlic tonkotsu ramen
375,01-04-2017,1927287216711138,1,miso crab ramen
376,01-04-2017,1927287216711138,1,miso crab ramen
377,01-04-2017,6571277790393907,1,tori paitan ramen
378,01-04-2017,6571277790393907,1,tori paitan ramen
379,01-04-2017,4629045281632477,1,nagomi shoyu
380,01-04-2017,4629045281632477,1,nagomi shoyu
381,01-04-2017,2890176598633188,1,vegetarian curry + king trumpet mushroom ramen
382,01-04-2017,2890176598633188,1,vegetarian curry + king trumpet mushroom ramen
383,01-04-2017,730995933266524,1,spicy miso ramen
384,01-04-2017,730995933266524,1,spicy miso ramen
385,01-04-2017,1856794941858812,1,spicy miso ramen
386,01-04-2017,1856794941858812,1,spicy miso ramen
387,01-04-2017,6825321860883166,1,tori paitan ramen
388,01-04-2017,6825321860883166,1,tori paitan ramen
389,01-04-2017,8949373751888175,1,soft-shell miso crab ramen
390,01-04-2017,8949373751888175,1,soft-shell miso crab ramen
391,01-04-2017,1707038004187703,1,miso crab ramen
392,01-04-2017,1707038004187703,1,miso crab ramen
393,01-04-2017,3861789221863035,1,tori paitan ramen
394,01-04-2017,3861789221863035,1,tori paitan ramen
395,01-04-2017,6978344882147154,2,tori paitan ramen
396,01-04-2017,6978344882147154,2,tori paitan ramen
397,01-04-2017,2429411300847509,1,shio ramen
398,01-04-2017,2429411300847509,1,shio ramen
399,01-04-2017,162312632362022,1,truffle butter ramen
400,01-04-2017,162312632362022,1,truffle butter ramen
401,01-04-2017,7429408286098983,4,spicy miso ramen
402,01-04-2017,7429408286098983,4,spicy miso ramen
403,01-04-2017,3389842853451856,1,tori paitan ramen
404,01-04-2017,3389842853451856,1,tori paitan ramen
405,01-04-2017,386530388923548,1,vegetarian spicy miso
406,01-04-2017,386530388923548,1,vegetarian spicy miso
407,01-04-2017,9753858403203244,1,soft-shell miso crab ramen
408,01-04-2017,9753858403203244,1,soft-shell miso crab ramen
409,01-04-2017,5973109803880607,1,vegetarian curry + king trumpet mushroom ramen
410,01-04-2017,5973109803880607,1,vegetarian curry + king trumpet mushroom ramen
411,01-04-2017,6158932931525306,1,vegetarian spicy miso
412,01-04-2017,6158932931525306,1,vegetarian spicy miso
413,01-04-2017,4751616032697411,3,nagomi shoyu
414,01-04-2017,4751616032697411,3,nagomi shoyu
415,01-04-2017,6419714069128749,3,shio ramen
416,01-04-2017,6419714069128749,3,shio ramen
417,01-04-2017,7619676539573259,1,truffle butter ramen
418,01-04-2017,7619676539573259,1,truffle butter ramen
419,01-04-2017,5549467284313119,1,miso crab ramen
420,01-04-2017,5549467284313119,1,miso crab ramen
421,01-04-2017,2351504315397658,1,tori paitan ramen
422,01-04-2017,2351504315397658,1,tori paitan ramen
423,01-04-2017,6122249858800040,1,burnt garlic tonkotsu ramen
424,01-04-2017,6122249858800040,1,burnt garlic tonkotsu ramen
425,01-04-2017,1359808378820875,1,shio ramen
426,01-04-2017,1359808378820875,1,shio ramen
427,01-04-2017,324645829035061,1,nagomi shoyu
428,01-04-2017,324645829035061,1,nagomi shoyu
429,01-04-2017,2560203196072105,1,tonkotsu ramen
430,01-04-2017,2560203196072105,1,tonkotsu ramen
431,01-04-2017,9424742308930674,1,shio ramen
432,01-04-2017,9424742308930674,1,shio ramen
433,01-04-2017,8124611585187815,1,truffle butter ramen
434,01-04-2017,8124611585187815,1,truffle butter ramen
435,01-04-2017,5456283042885563,1,spicy miso ramen
436,01-04-2017,5456283042885563,1,spicy miso ramen
437,01-04-2017,8808924886297543,1,vegetarian spicy miso
438,01-04-2017,8808924886297543,1,vegetarian spicy miso
439,01-04-2017,4604488815151957,1,tonkotsu ramen
440,01-04-2017,4604488815151957,1,tonkotsu ramen
441,01-04-2017,8254903184133401,1,burnt garlic tonkotsu ramen
442,01-04-2017,8254903184133401,1,burnt garlic tonkotsu ramen
443,01-04-2017,8684271911221869,1,shio ramen
444,01-04-2017,8684271911221869,1,shio ramen
445,01-04-2017,5384492127115929,1,soft-shell miso crab ramen
446,01-04-2017,5384492127115929,1,soft-shell miso crab ramen
447,01-04-2017,6470761247121470,1,tonkotsu ramen
448,01-04-2017,6470761247121470,1,tonkotsu ramen
449,01-04-2017,7369685212752399,4,spicy miso ramen
450,01-04-2017,7369685212752399,4,spicy miso ramen
451,01-04-2017,69676011620227,1,tonkotsu ramen
452,01-04-2017,69676011620227,1,tonkotsu ramen
453,01-04-2017,7099801981183221,1,shio ramen
454,01-04-2017,7099801981183221,1,shio ramen
455,01-05-2017,8353787737059640,1,miso crab ramen
456,01-05-2017,8353787737059640,1,miso crab ramen
457,01-05-2017,2423845303599265,1,truffle butter ramen
458,01-05-2017,2423845303599265,1,truffle butter ramen
459,01-05-2017,9860128928596812,1,spicy miso ramen
460,01-05-2017,9860128928596812,1,spicy miso ramen
461,01-05-2017,3922109468286776,1,vegetarian curry + king trumpet mushroom ramen
462,01-05-2017,3922109468286776,1,vegetarian curry + king trumpet mushroom ramen
463,01-05-2017,4186526712107775,1,soft-shell miso crab ramen
464,01-05-2017,4186526712107775,1,soft-shell miso crab ramen
465,01-05-2017,7145187421403806,1,miso crab ramen
466,01-05-2017,7145187421403806,1,miso crab ramen
467,01-05-2017,2302642897196135,1,vegetarian curry + king trumpet mushroom ramen
468,01-05-2017,2302642897196135,1,vegetarian curry + king trumpet mushroom ramen
469,01-05-2017,1287910048373155,1,tonkotsu ramen
470,01-05-2017,1287910048373155,1,tonkotsu ramen
471,01-05-2017,4883569277655069,1,soft-shell miso crab ramen
472,01-05-2017,4883569277655069,1,soft-shell miso crab ramen
473,01-05-2017,6983346276704823,4,shio ramen
474,01-05-2017,6983346276704823,4,shio ramen
475,01-05-2017,7084375453089606,1,soft-shell miso crab ramen
476,01-05-2017,7084375453089606,1,soft-shell miso crab ramen
477,01-05-2017,3852852099362494,3,vegetarian curry + king trumpet mushroom ramen
478,01-05-2017,3852852099362494,3,vegetarian curry + king trumpet mushroom ramen
479,01-05-2017,5212003819573416,1,truffle butter ramen
480,01-05-2017,5212003819573416,1,truffle butter ramen
481,01-05-2017,8108410753992193,1,vegetarian spicy miso
482,01-05-2017,8108410753992193,1,vegetarian spicy miso
483,01-05-2017,2216460171197192,1,burnt garlic tonkotsu ramen
484,01-05-2017,2216460171197192,1,burnt garlic tonkotsu ramen
